price,ev,equity,pv_cfs,pv_tv,tv_pct,fcf,growth_1,growth_2,terminal,wacc
859.3737,1892.8127,1887.2237,559.2247,1333.588,70.5,24.27585956685271,30.97100114241248,17.335580762112645,4.02871042966153,10.183060541099959
3816.2326,8386.2097,8380.6207,811.9952,7574.2145,90.3,20.724351472979457,35.68856231589464,25.721651603947866,4.375452697180939,6.560854800737418
1223.5562,2692.5743,2686.9853,740.9011,1951.6732,72.5,23.701823186426257,37.67787012562745,20.725120168743913,3.4551185616896296,9.744499964923776
727.7613,1603.786,1598.197,539.8049,1063.9811,66.3,22.004641436631314,32.125164824163306,12.377293722642136,1.5078448282232138,8.320284169860455
1280.042,2816.6196,2811.0306,710.8264,2105.7932,74.8,20.77457639425646,38.499493046402286,19.583641151011904,2.709567035118108,8.364751240468607
1441.0543,3170.21,3164.621,775.0644,2395.1456,75.6,31.083712813892262,28.625611253069494,20.054717630598137,2.9728921552440184,8.27276147479461
1445.7794,3180.5865,3174.9975,801.4768,2379.1097,74.8,27.329832853564792,34.24983427142463,19.190516679485242,2.988933344739323,8.485348077277525
975.9395,2148.7965,2143.2075,738.0937,1410.7028,65.7,25.99344516639958,35.78582554919525,24.666989873327736,2.592062701431228,11.466353737224466
1026.1871,2259.1426,2253.5536,496.9951,1762.1475,78.0,18.074457426283455,30.943456106946748,19.93048015255291,3.2171829508110434,7.931053971700715
864.177,1903.3612,1897.7722,582.2314,1321.1298,69.4,24.76036341270421,31.00134102750725,17.492436460673492,3.3719917092713625,9.889491649662553
1239.6408,2727.8967,2722.3077,696.9452,2030.9515,74.5,22.901816027417848,36.071369391763916,22.051972762837167,3.84639581602568,9.705538333411214
960.6918,2115.312,2109.723,557.3707,1557.9413,73.7,22.380100276971547,30.241351651959803,19.93862978853036,3.4406272146274985,9.18213658048371
1884.2161,4143.4135,4137.8245,903.1866,3240.2269,78.2,26.008051851875422,38.20126519776365,21.266590001299445,3.582134454981914,8.461219165799246
1249.6945,2749.9751,2744.3861,760.6015,1989.3736,72.3,24.723716897383035,37.23216324309856,23.784341588801013,4.023390412469306,10.662709280322474
